0.162	0.008699
0.161	0.009294
0.16	0.009906
0.159	0.010532
0.158	0.01117
0.157	0.011809
0.156	0.012451
0.155	0.013008
0.154	0.01352
0.153	0.014187
0.152	0.014927
0.151	0.015653
0.15	0.016391
0.149	0.0171
0.148	0.017797
0.147	0.018374
0.146	0.018879
0.145	0.019414
0.144	0.019945
0.143	0.020438
0.142	0.020905
0.141	0.021325
0.14	0.021707
0.139	0.021592
0.138	0.021131
0.137	0.020743
0.136	0.020283
0.135	0.020079
0.134	0.020029
0.133	0.019884
0.132	0.019726
0.131	0.019636
0.13	0.019587
0.129	0.01952
0.128	0.019456
0.127	0.019431
0.126	0.019432
0.125	0.019336
0.124	0.019185
0.123	0.018995
0.122	0.018761
0.121	0.018639
0.12	0.018578
0.119	0.018432
0.118	0.018249
0.117	0.018135
0.116	0.018056
0.115	0.017843
0.114	0.017549
0.113	0.017304
0.112	0.017066
0.111	0.01681
0.11	0.016543
0.109	0.016308
0.108	0.016092
0.107	0.015669
0.106	0.015102
0.105	0.014495
0.104	0.0138
0.103	0.013256
0.102	0.012797
0.101	0.012466
0.1	0.012261
0.099	0.011869
0.098	0.011386
0.097	0.010955
0.096	0.010529
0.095	0.010132
0.094	0.00976
0.093	0.009407
0.092	0.00908
0.091	0.008637
0.09	0.008112
0.089	0.007462
0.088	0.006658
0.087	0.006439
0.086	0.006622
0.085	0.00683
0.084	0.007175
0.083	0.007405
0.082	0.007606
0.081	0.007303
0.08	0.00661
0.079	0.006216
0.078	0.005911
0.077	0.005659
0.076	0.005485
0.075	0.005323
0.074	0.005202
0.073	0.005054
0.072	0.004902
0.071	0.004864
0.07	0.004902
0.069	0.004957
0.068	0.005046
0.067	0.005232
0.066	0.005485
0.065	0.005688
0.064	0.005884
0.063	0.005952
0.062	0.005937
0.061	0.006068
0.06	0.006264
0.059	0.006434
0.058	0.00661
0.057	0.006929
0.056	0.007329
0.055	0.007476
0.054	0.007495
0.053	0.007583
0.052	0.007674
0.051	0.007596
0.05	0.007405
0.049	0.007075
0.048	0.006592
0.047	0.006362
0.046	0.00627
0.045	0.006163
0.044	0.006096
0.043	0.006111
0.042	0.006193
0.041	0.006265
0.04	0.006352
0.039	0.006664
0.038	0.007109
0.037	0.007486
0.036	0.007863
0.035	0.008133
0.034	0.00834
0.033	0.008744
0.032	0.00924
0.031	0.009922
0.03	0.01072
0.029	0.01136
0.028	0.011948
0.027	0.012589
0.026	0.013243
0.025	0.013731
0.024	0.014127
0.023	0.014354
0.022	0.014448
0.021	0.012458
0.02	0.007934
0.019	0.007252
0.018	0.006921
0.017	0.006437
0.016	0.005971
0.015	0.005733
0.014	0.005684
0.013	0.005734
0.012	0.005911
0.011	0.0059
0.01	0.005809
0.009	0.005729
0.008	0.005628
0.007	0.005546
0.006	0.00547
0.005	0.005381
0.004	0.005285
0.003	0.004805
0.002	0.003959
0.001	0.002982
0	0.001293
0	0.0006
0	0
0	-0.0006
0	-0.001293
0.001	-0.002982
0.002	-0.003959
0.003	-0.004805
0.004	-0.005285
0.005	-0.005381
0.006	-0.00547
0.007	-0.005546
0.008	-0.005628
0.009	-0.005729
0.01	-0.005809
0.011	-0.0059
0.012	-0.005911
0.013	-0.005734
0.014	-0.005684
0.015	-0.005733
0.016	-0.005971
0.017	-0.006437
0.018	-0.006921
0.019	-0.007252
0.02	-0.007934
0.021	-0.012458
0.022	-0.014448
0.023	-0.014354
0.024	-0.014127
0.025	-0.013731
0.026	-0.013243
0.027	-0.012589
0.028	-0.011948
0.029	-0.01136
0.03	-0.01072
0.031	-0.009922
0.032	-0.00924
0.033	-0.008744
0.034	-0.00834
0.035	-0.008133
0.036	-0.007863
0.037	-0.007486
0.038	-0.007109
0.039	-0.006664
0.04	-0.006352
0.041	-0.006265
0.042	-0.006193
0.043	-0.006111
0.044	-0.006096
0.045	-0.006163
0.046	-0.00627
0.047	-0.006362
0.048	-0.006592
0.049	-0.007075
0.05	-0.007405
0.051	-0.007596
0.052	-0.007674
0.053	-0.007583
0.054	-0.007495
0.055	-0.007476
0.056	-0.007329
0.057	-0.006929
0.058	-0.00661
0.059	-0.006434
0.06	-0.006264
0.061	-0.006068
0.062	-0.005937
0.063	-0.005952
0.064	-0.005884
0.065	-0.005688
0.066	-0.005485
0.067	-0.005232
0.068	-0.005046
0.069	-0.004957
0.07	-0.004902
0.071	-0.004864
0.072	-0.004902
0.073	-0.005054
0.074	-0.005202
0.075	-0.005323
0.076	-0.005485
0.077	-0.005659
0.078	-0.005911
0.079	-0.006216
0.08	-0.00661
0.081	-0.007303
0.082	-0.007606
0.083	-0.007405
0.084	-0.007175
0.085	-0.00683
0.086	-0.006622
0.087	-0.006439
0.088	-0.006658
0.089	-0.007462
0.09	-0.008112
0.091	-0.008637
0.092	-0.00908
0.093	-0.009407
0.094	-0.00976
0.095	-0.010132
0.096	-0.010529
0.097	-0.010955
0.098	-0.011386
0.099	-0.011869
0.1	-0.012261
0.101	-0.012466
0.102	-0.012797
0.103	-0.013256
0.104	-0.0138
0.105	-0.014495
0.106	-0.015102
0.107	-0.015669
0.108	-0.016092
0.109	-0.016308
0.11	-0.016543
0.111	-0.01681
0.112	-0.017066
0.113	-0.017304
0.114	-0.017549
0.115	-0.017843
0.116	-0.018056
0.117	-0.018135
0.118	-0.018249
0.119	-0.018432
0.12	-0.018578
0.121	-0.018639
0.122	-0.018761
0.123	-0.018995
0.124	-0.019185
0.125	-0.019336
0.126	-0.019432
0.127	-0.019431
0.128	-0.019456
0.129	-0.01952
0.13	-0.019587
0.131	-0.019636
0.132	-0.019726
0.133	-0.019884
0.134	-0.020029
0.135	-0.020079
0.136	-0.020283
0.137	-0.020743
0.138	-0.021131
0.139	-0.021592
0.14	-0.021707
0.141	-0.021325
0.142	-0.020905
0.143	-0.020438
0.144	-0.019945
0.145	-0.019414
0.146	-0.018879
0.147	-0.018374
0.148	-0.017797
0.149	-0.0171
0.15	-0.016391
0.151	-0.015653
0.152	-0.014927
0.153	-0.014187
0.154	-0.01352
0.155	-0.013008
0.156	-0.012451
0.157	-0.011809
0.158	-0.01117
0.159	-0.010532
0.16	-0.009906
0.161	-0.009294
0.162	-0.008699
